Perturbed_Map,Observable_1_Frechet,Observable_2_Gumbel,Observable_3_Weibull
0.029640271093176518,1.219913784009668,1.1875486076944406,0.7800701001386197
0.09000802177195814,1.263937015193955,1.3875134194958183,0.7341230717351155
0.2696044756989356,1.5582218215684043,2.50609117539103,0.4154203021707581
0.8095323370342727,1.1392473977507929,0.8614250846800614,0.8688833608979483
0.4290172582806119,1.7296444855467017,2.7327035428759356,0.5266014923153644
0.2863661039395594,1.2855751312693362,0.7490759870340445,0.2789738351570765
0.8611530748747422,2.782329843002386,2.4565935005047383,0.8956110766166097
0.5837841173536736,1.205812923099551,2.5873169800677167,0.7912128580021676
0.7510474508058246,1.2168567900297949,0.8188297987233009,0.9192299519357598
0.2536040473917528,1.2532281330536619,4.55940325082158,0.8950908242208986
0.7599671844588824,1.4484752441503008,0.4525910436740416,0.7881324590341494
0.2807882651057355,1.1961986237796096,0.554597449229033,0.9153612781268061
0.8423783691187582,1.2160047371512275,0.9437447348089453,0.8810873823146774
0.5272407589621582,1.2500021002023216,1.8060579975683515,0.6877194500309176
0.5811811334958941,1.4236553048939702,1.7428407465283215,0.7426701554541113
0.7428531603816811,1.2173316502358502,1.6577737925683251,0.8467306424240455
0.22762306600403012,1.0922044142583964,1.4308686530665233,0.384442180389281
0.682251401621716,1.1490137706310937,0.9597985373288016,0.8764013444870096
0.04690623510598291,1.797850845706047,1.6851915208398252,0.6400521442902165
0.13981933160797988,1.0960751504611097,2.181976877127036,0.6147473079841139
0.4202724824427792,1.1665848789277038,5.259852806761159,0.5089367595829668
0.2611159268447021,1.3835384300360243,1.1469189819387968,0.4061769573217944
0.781374702696973,1.2692210191271913,1.25562398872655,0.8708537029869501
0.3444458482008234,1.1737162050256145,1.6706184328602147,0.5666040634056411
0.03360793073441568,1.322302961760482,2.270890484040541,-0.06014117044219791
0.10240310951027448,1.4516612271758238,3.7613059569197365,0.7733153522814333
0.30659110036775633,2.062339856379886,0.5167295927579442,0.7068113544850609
0.9183043181153163,1.0808820257997014,0.7863221571177103,0.13829874092055072
0.7541834019932732,1.1058427488224702,3.3826941145480367,0.7484998892731372
0.26191392953496667,1.2169707119191298,1.4641930642752643,0.5623641513578168
0.785536158228872,1.0919753462680666,3.586121118569768,0.7946580656794395
0.35737917786170703,1.148491323037762,0.5398041544574469,0.9235866883318964
0.07092359341395074,1.8310738176119947,0.87921370402785,0.9095455617347559
0.2138622788239207,1.0930969930717893,2.439607237971703,0.8575036837805454
0.6428068802684742,1.1532489403553186,0.9065190001779543,-0.0032934050479247468
0.9283448091901679,1.6010576594248223,2.1004759889911875,0.7683449146189121
0.7867586175045788,1.1263360219858767,1.20254970662881,0.6848355919574258
0.36042856086846486,1.3941313160844788,0.5649808812364774,0.5016011876285915
0.07969765357881586,1.542785325086696,0.9925297824325418,0.4371087093533592
0.23812940440996225,1.4445727919244191,1.5105729156981968,0.8621506522684956
0.7134363576145618,1.198818465847691,5.574511814577726,0.3454827895200949
0.14088337738326043,1.20782066080755,1.12865296270503,0.6775885945522604
0.42186158083322634,1.2228843191228351,1.1916847456157038,0.5492257940136875
0.2649380796365214,1.2773131778114237,1.405399408412424,-0.11847423941573565
0.7956496359360796,1.8795923815052544,2.647907473610139,0.9204139826136628
0.38869381710952744,1.0894943018827414,0.787360972493264,0.899242440917944
0.16825655372704867,1.1382968869616175,3.409849629557689,0.8107453869766759
0.5065695777833302,1.6743920003675314,1.453858144084561,0.7580438406811245
0.5200294810686195,1.311689634570185,3.3625861844681246,0.6309157325423074
0.5613396431843376,1.5276752470856378,0.5737195944866665,0.70508658538125
0.6829591768676285,1.4753301963780436,1.0327447383203932,0.7794005790969758
