location,scale,EI
0.7724255193559738,0.3844460250191222,0.8050337578975819
0.8186448335690015,0.39263724019415547,0.8849878602219284
0.8613032357449463,0.4016418794373673,0.8938785414675455
0.8983962634281462,0.41082100147569933,0.8419440184192163
0.9338283815200867,0.41753972738941647,0.9330007267584608
0.9665592060851406,0.42480626293274043,0.9445800988224409
1.0002809557905712,0.4258138648236044,0.8739853538454387
1.0277092754999597,0.43056712171386946,0.9535290612413945
1.0547015205730612,0.4333552220956587,0.9545668487659381
1.0822193633683077,0.43463706784227213,0.9545668487659381
1.1074922523285433,0.43612710573691876,0.9994772816875828
1.127694969186407,0.44069772907990373,1.058648542760017
1.1450442629503381,0.4436950926079536,1.1066735172107658
1.1645466384175909,0.44277140749294736,1.1066735172107658
1.1825285265557495,0.4467599059195763,1.0316101348122984
1.2015504809069768,0.4479946886559689,1.03288287051025
1.2216028365067917,0.4493809467376719,1.0389422014293082
1.2398703858495679,0.45265959357676117,0.9580923505482093
1.2575412424605783,0.4534209639097656,1.0395872521837093
1.2748187453179842,0.45542398519708366,1.0454289560074228
1.2903873873289888,0.45693736570762544,1.01973022627277
1.308726838820378,0.4583978488336412,1.041173959691282
1.3255643851843424,0.4631911460665498,0.9903412919098169
1.340510835850719,0.4674829683846486,0.9659307398226754
1.354772796679891,0.47105993890728676,0.9659307398226754
1.369468402991832,0.4733544813127562,0.9659307398226754
1.3826553477688193,0.47617341176563344,0.9459870234688637
1.3947849288017742,0.47759883366553474,0.9459870234688637
1.4074207627981419,0.47935245187973646,0.9675036690097587
1.4188410646490073,0.48391691788054825,0.9589902815234185
1.4340815486310854,0.4862116690809408,0.9589902815234185
1.4492890104915244,0.48788970997696596,0.9589902815234185
1.464033973137612,0.4927847124677887,0.8840109117801188
1.4776809802769282,0.49755257912185397,0.88981918676935
1.4924152579666763,0.5008224054840463,0.8578253153993188
1.505231652759968,0.5029181641223935,0.7630202316265522
1.5186346112584101,0.5037625727126667,0.8346153118019007
1.532264589250627,0.5056272363510499,0.8346153118019007
1.5441414307492232,0.5062382984761712,0.8346153118019007
1.554356654124565,0.5074062039461702,0.8102623434099865
1.5645015312490202,0.5083456407924019,0.8092784404069701
1.5734413198688713,0.510302307027893,0.8092784404069701
1.5821621964363386,0.5120177265076787,0.803102120969784
1.5928543169094616,0.5118965081249549,0.8224464611019233
1.6039761729340682,0.5128720615305712,0.808696513525189
1.6138332656328571,0.5151779903168179,0.8020997647521164
1.6221879424894547,0.517170730168521,0.8020997647521164
1.629404947545369,0.5193370164585582,0.8727897425643392
1.6358263347339324,0.5220321538311331,0.8727897425643392
1.641395877894748,0.5219073665601234,0.8727897425643392
1.6491665375188556,0.5235052239071418,0.8988613878040351
1.6583807409446736,0.5261291396857091,0.8991758006420637
1.6676997807911051,0.527120655629622,0.8991758006420637
1.6762531836296355,0.5274145658811138,0.8982780612244898
1.6851376746328668,0.5272700264058444,1.0524711354865417
1.692494001443555,0.5289211021502086,1.0524711354865417
1.6990870611440068,0.5301651008086595,1.0524711354865417
1.704454959784873,0.5321934024706142,1.082885244248981
1.711710647072512,0.5336250248973168,1.0792545696816684
1.718999919595956,0.5334816626977451,1.0539672577799195
1.72894783663553,0.5330462644217986,1.0539672577799195
1.737746290650079,0.5325383072742444,1.0539672577799195
1.745414403038928,0.5329670251813478,1.0539672577799195
1.7523922658225068,0.5338747370654433,1.0539672577799195
1.7589460254475582,0.5356822281657363,1.0539672577799195
1.7657469723137647,0.5382074930094931,1.092911698054736
1.7725978285560977,0.5420444307127548,1.096728215095562
1.7787426176056196,0.5453468064380582,1.096728215095562
1.7844765703897987,0.5477297403892428,1.1409160758094519
1.7899740600998224,0.5495303182510672,1.0669221363653554
1.7957741523087427,0.5504186037765056,1.0793220062331357
1.8022046642520217,0.5498335410031038,1.0793220062331357
1.8094182240877292,0.5496785081511288,1.0685060860914946
1.8177281327615296,0.5508607148633538,1.0685060860914946
1.8274299110406997,0.5520974213037847,1.0685060860914946
1.8357806387155233,0.5540199429488091,1.071488703415117
1.8414839046836444,0.5566223847928272,1.071488703415117
1.847417162248509,0.557977609388099,1.071488703415117
1.8525597208321398,0.559509487467909,1.0586179682389596
1.8592043362731505,0.5594742357446106,1.0787153804880474
1.8650065957013937,0.5598429991385585,1.0787153804880474
1.8715072299111633,0.5607680633775445,1.0787153804880474
1.8786978088304664,0.5617802077302431,1.0787153804880474
1.8850920943441607,0.5628202306868729,1.1664957717284645
1.8914432074628476,0.563425211385692,1.1366095057643903
1.8996268939202152,0.5639338947458271,1.1480293901324636
1.9083990177769774,0.5676755774823483,1.1480293901324636
1.9172687294332644,0.5731064090048852,1.162074115518416
1.9252141030631074,0.5750698036110838,1.15925479146224
1.932765185239337,0.5777063878036541,1.2099588454166197
1.9400193016793656,0.5789797091462278,1.2099588454166197
1.946742215601561,0.5811446248681873,1.206071873448783
1.951815306347249,0.584113025915955,1.206071873448783
1.9568592496243606,0.5855956877210959,1.206071873448783
1.9621191001410054,0.5858311473365337,1.247152702653426
1.9672747573281462,0.5863576469434556,1.247152702653426
1.9745827442938175,0.5858130363999257,1.254343324750342
1.9816039650120647,0.5861737012078957,1.254343324750342
1.988178792701948,0.587166478281376,1.254343324750342
1.993497564638529,0.5878697441768258,1.254343324750342
1.9990442236431814,0.5868689736705516,1.254343324750342
2.005286789681112,0.5853886286200845,1.2260671230359963
2.0116831166082,0.5843623500519657,1.2260671230359963
2.017063766564782,0.5840508235785303,1.2113497072847506
2.0229459469230595,0.5844260773949146,1.1991234861876032
2.028890939392391,0.5848254295008947,1.1991234861876032
2.033925263923245,0.5872768125962108,1.1991234861876032
2.037957254804021,0.5893485767485391,1.1677765843179377
2.0412165917314224,0.5895098706836355,1.1677765843179377
2.0449980086394897,0.5888478969329229,0.9877214093184443
2.048748166176291,0.5888522920414392,0.9877214093184443
2.0537640867414795,0.5871895123554163,0.9877214093184443
2.0583966898108583,0.5854078850243114,0.9877214093184443
2.0628509791708898,0.5846997462194087,0.9877214093184443
2.0664200886549615,0.5848298865840169,0.9877214093184443
2.0705370709077293,0.5860297785296369,0.9877214093184443
2.073988298487146,0.5872833691210843,0.9877214093184443
2.078003644218866,0.5887696290157538,0.9877214093184443
2.0813776030230207,0.5897824496535915,0.9877214093184443
2.084940561487561,0.5907427980223189,1.0030991079066358
2.0887600123733474,0.591714488951601,1.0030991079066358
2.093101905954667,0.5920072796869943,1.1090939553787618
2.096478903869174,0.5923463043976893,1.1090939553787618
2.100449045283401,0.5933787886648674,1.1090939553787618
2.103882862828377,0.5941539647877084,1.1090939553787618
2.1073462262215825,0.5946788743456716,1.096462567223512
2.1110152504667687,0.5944033102709185,1.096462567223512
2.1147002035207922,0.5948377142498009,1.036490230295806
