location,scale,EI,shape
14.137033818002571,1.0459413066389287,0.8957076920602757,-0.03149872664221233
11.436570745631906,0.5692280962906013,1.0044146340619133,-0.0480823040733072
10.38804957452685,0.4287008711573669,0.9196851739125792,-0.059552700449907715
9.779237317727333,0.34575195766562683,0.9673312794280068,-0.054902024031746946
9.360985453799902,0.29581011008252267,1.0556290348929374,-0.03933329650879516
9.05056642000625,0.2904633025079896,1.0069674023455537,-0.10656061183080313
8.791281879206704,0.2832475848416491,1.0912882629555294,-0.09410068059819422
8.564501732885125,0.29181300092503665,1.1828405108631108,-0.11536140328959357
8.361726991523486,0.29252257883847693,1.0789631038469696,-0.11997920983996754
8.159045237143559,0.30412226333266307,0.9378050520907664,-0.12847957266883098
