location,scale,EI,shape
14.137033818002571,1.0459413066389287,0.8957076920602757,-0.03149872664221233
10.33199199532019,0.5022612488065428,0.9469186151013607,-0.028784064750883083
9.087650301742723,0.35128236767307924,1.2164882682356277,0.006807860655460721
8.449519773469563,0.2876842398472041,1.2165785979540884,-0.06600888798530645
8.02733460590439,0.2528791634904695,1.3367490384891243,-0.05708039651504546
7.7188029687682995,0.24907627410754662,1.0508322947265738,-0.10184325760859936
7.459532364246951,0.2474554482946894,1.2651223068700685,-0.09786147062400398
7.223521970041401,0.25443331976472155,0.8735085965221824,-0.15064595122396665
6.986778388965321,0.3272925560994868,1.0427517353460645,-0.28282013332353995
6.686450075492677,0.4616185164417562,1.1812684714271195,-0.3272532902753401
