location,scale,EI,shape
13.830235058288466,1.019812256648253,0.8919937742141341,-0.03061765112710696
2.3343449079491885,0.0012263301971085574,1.022167426159133,-0.0867269571325282
1.744625938722543,0.0008845388146781042,0.9761157523549416,-0.11142867142767901
1.4844034011606093,0.0007682312416986059,0.8699264034313894,-0.07755907049373637
1.4484339283214087,0.0004871328712005343,1.0105907465625545,-0.09099159581066975
1.4480720804779743,0.0005358778435194227,1.1007640109859456,-0.11387560416657899
1.4476915824573322,0.0005852631604702287,1.1253904254932003,-0.1275163512070964
1.447310082525854,0.0006267047085295185,1.0615680335507922,-0.1323122705887733
1.4322578192182474,0.0008401555838552537,1.1538308721276738,-0.09529857940789638
1.4316562413027738,0.0008968994967804228,1.0734448242687245,-0.07671496248986222
