location,scale,EI,shape
11.521417694947099,1.0142651033613501,1.086886265407604,0.003242378778069095
2.331181711673081,0.0016867131062820765,0.9458346700887605,-0.10013137888161495
1.7423114126540713,0.0012301294837093193,1.0493971420789479,-0.14212984290657993
1.4823383477414214,0.001012310875018022,0.9840548083456352,-0.10872032830345008
1.4470680921110368,0.0006834254147578963,1.113017442458288,-0.1252061284331543
1.4465922372336486,0.0007557101016912787,1.1224968267997528,-0.14423181188326284
1.4460358543791876,0.0009300850998305904,0.95319169859909,-0.17826714640789232
1.445319418187418,0.0011957680058568728,1.1924449074019428,-0.209508489385265
1.4300581429420467,0.001256723915951215,0.8914401599130664,-0.17403932572382302
1.4291955699043968,0.00155488408502051,1.0825234754120214,-0.2235871566301108
