location,scale,EI,shape
11.746978392112092,1.0346601585440012,1.3304874272562146,0.002575012942436598
9.162520578213563,0.511699906381559,1.0327169274537695,-0.025955592604957767
8.266391930773462,0.399158540957595,0.9018143009605123,-0.062184086635426496
7.759246215386828,0.34713077331947356,0.8288287471386659,-0.11261636717572088
7.4038524544916005,0.3735106245545449,1.01161094224924,-0.18251008646700595
7.062336184710624,0.4343610704545135,0.971099709644184,-0.24069912489202205
6.654145414880298,0.5657721914600592,1.079390610341405,-0.285152332273978
6.16576360631524,0.7246141325229755,1.1445987131730444,-0.2927905305000602
5.639097059478749,0.9067921486705594,0.9685582060273334,-0.3887096398668189
4.945220410832137,0.9809334067723704,1.1553865549314903,-0.26118773353770114
