location,scale,EI
9.279322341481535,1.1459986393925676,1.2012187669402996
7.750730367198499,0.6953563821123998,0.802910666079755
7.027729382242326,0.6590984510061423,1.011627826416297
6.4421562876042024,0.7353867496051487,0.8813133381368804
5.8332657853018155,0.8156149496215218,1.1577007676732363
5.193352772049554,0.8883377058402893,0.9502703877822767
4.529254134197146,0.9345190445063961,1.0212155166720187
3.841004539318863,0.954339911928578,1.1086210242774195
3.154603791522289,0.968993370022955,0.8089380989965047
2.4655109334666383,0.9771794470188944,0.9446309414088216
